,can,QED,logP,molWt,herg,drd3,fold,profile
358,FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CCOC(=O)c5ccc(OCCCN6CCCCC6)cc5)CC4)c2c1,0.136433034,7.4276,682.853,0,1,2,1
359,FC(F)(F)c1ccc2c(ccnc2c1)N3CCN(CCCCNC(=O)c4cn5ccccc5n4)CC3,0.388122664,4.2335,496.537,0,1,2,1
360,FC(F)(F)c1cccc(c1)N2CCN(CCCCN3C(=O)Cc4ccccc34)CC2,0.659571448,4.1969,417.475,0,1,2,1
361,FC(F)(F)c1cccc(c1)N2CCN(CCCCNc3ccc(cn3)c4ccccc4)CC2,0.437296507,5.7817,454.54,0,1,2,1
362,FC(F)(F)c1cccc(c1)N2CCN(CCCCNc3ccccn3)CC2,0.734885151,4.1147,378.442,0,1,2,1
363,FC(F)(F)c1cccc(c1)N2CCN(CCCCNc3nccc4ccccc34)CC2,0.519873221,5.2679,428.502,0,1,2,1
364,FC(F)(F)c1cccc(c1)N2CCN(CCN3CCCCCC3)C2=O,0.820839517,3.8234,355.404,0,1,2,1
365,FC(F)(F)c1nc2c(OCCNCc3ccccc3)cc(Cl)cc2[nH]1,0.632943176,4.4037,369.774,0,1,2,1
366,FC(F)(F)c1nc2c3OC(CNCc4ccccc4)CCc3ccc2[nH]1,0.736667438,4.0651,361.367,0,1,2,1
367,FC1(CCN(Cc2c[nH]c3ccccc23)CC1)c4ccc(Cl)cc4,0.685528794,5.2821,342.845,0,1,2,1
368,FC1(F)CC1C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.724821844,4.315,434.527,0,1,2,1
369,FCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1,0.80786951,2.5719,391.487,0,1,2,1
370,FCC(CCNC(=O)c1oc2ccccc2c1)N3CCN(CC3)c4cccc(Cl)c4Cl,0.533740394,5.0198,464.368,0,1,2,1
371,FCCOc1cccc(c1)N2CCN(CCCCNC(=O)c3ccc(cc3)n4ccnc4)CC2,0.439039529,3.5528,465.573,0,1,2,1
372,FCCOc1ccccc1N2CCN(CCCCNC(=O)c3c[nH]c4ccccc34)CC2,0.472303581,3.8484,438.547,0,1,2,1
373,FCCOc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccn4n3)CC2,0.492317144,3.0148,439.535,0,1,2,1
374,FCCOc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccsc4)CC2,0.387413088,5.0956,481.637,0,1,2,1
375,FCCOc1ccccc1N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2,0.484496127,2.9033,441.507,0,1,2,1
376,FCCOc1ccccc1N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2,0.567022408,3.9008,441.547,0,1,2,1
377,FCCOc1ccccc1N2CCN(C\C=C\CNC(=O)c3cc4ccccc4[nH]3)CC2,0.503221349,3.6244,436.531,0,1,2,1
378,FCCOc1ccccc1N2CCN(C\C=C\CNC(=O)c3ccc(cc3)c4ccsc4)CC2,0.421546901,4.8716,479.621,0,1,2,1
379,FCCOc1ccccc1N2CCN(Cc3cnn4ccccc34)CC2,0.681325909,3.0048,354.429,0,1,2,1
380,FCCn1cc(CN2CN(c3ccccc3)C4(CCN(Cc5coc6ccccc56)CC4)C2=O)nn1,0.393835913,3.8349,488.567,0,1,2,1
381,F[C@@H](CCNC(=O)c1oc2ccccc2c1)CN3CCN(CC3)c4cccc(Cl)c4Cl,0.533740394,5.0198,464.368,0,1,2,1
382,Fc1cc(OC(=O)NCCCCN2CCN(CC2)c3cccc(Cl)c3Cl)ccc1c4ccccc4,0.347897994,6.4903,516.444,0,1,2,1
383,Fc1cc2onc(C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)C5CCOCC5)CC3)c2cc1F,0.651554429,4.7771,475.58,0,1,2,1
384,Fc1cc2onc(C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)CC5OCCCO5)CC3)c2cc1F,0.614571628,4.5036,491.579,0,1,2,1
385,Fc1ccc(CCC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,0.386926442,5.793,480.574,0,1,2,1
386,Fc1ccc(CCCCN2CCN(CC2)c3ncccn3)cc1,0.767594905,2.7606,314.408,0,1,2,1
387,Fc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,0.363639751,6.0129,496.573,0,1,2,1
388,Fc1ccc(OC(=O)NCCCCN2CCN(CC2)c3cccc(Cl)c3Cl)c4ccccc14,0.414422103,5.9765,490.406,0,1,2,1
389,Fc1ccc(OCCCN2CCCN(CC2)c3ccc(Cl)cc3)cc1,0.705455677,4.4603,362.876,0,1,2,1
390,Fc1ccc(OCCCNCCOc2ccc(Cl)cc2)cc1,0.709550791,3.9166,323.795,0,1,2,1
391,Fc1ccc(SCCCN2CCC(CC2)c3ccc(Cl)cc3)cc1,0.468106383,5.8409,363.929,0,1,2,1
392,Fc1ccc(cc1)C(=O)CCCN2CC3CC2CN3c4ccc(Cl)cc4,0.701798026,4.4051,372.871,0,1,2,1
393,Fc1ccc(cc1)C(=O)CCCN2CC3CCC(C2)N3c4ccccc4,0.730141006,4.1418,352.453,0,1,2,1
394,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCCCCCC(=O)OC3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)c5ccc(Cl)cc5)c6ccc(Cl)cc6,0.046392446,11.3072,889.908,0,1,2,1
395,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCCCCCCCC(=O)OC3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)c5ccc(Cl)cc5)c6ccc(Cl)cc6,0.041260672,12.0874,917.962,0,1,2,1
396,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCCCCCCCCCCCC(=O)OC3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)c5ccc(Cl)cc5)c6ccc(Cl)cc6,0.03313909,13.6478,974.07,0,1,2,1
397,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)OC3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)c5ccc(Cl)cc5)c6ccc(Cl)cc6,0.025553952,16.7686,1086.286,0,1,2,1
398,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCN3CCN(CCC(=O)OC4(CCN(CCCC(=O)c5ccc(F)cc5)CC4)c6ccc(Cl)cc6)CC3)c7ccc(Cl)cc7,0.063008567,9.3644,945.976,0,1,2,1
399,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCc3cn(CCCCCCCCCCn4cc(CCC(=O)OC5(CCN(CCCC(=O)c6ccc(F)cc6)CC5)c7ccc(Cl)cc7)nn4)nn3)c8ccc(Cl)cc8,0.023108585,12.536,1136.226,0,1,2,1
400,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCc3cn(CCCCCCCCn4cc(CCC(=O)OC5(CCN(CCCC(=O)c6ccc(F)cc6)CC5)c7ccc(Cl)cc7)nn4)nn3)c8ccc(Cl)cc8,0.024934362,11.7558,1108.172,0,1,2,1
401,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCc3cn(CCOCCOCCOCCOCCn4cc(CCC(=O)OC5(CCN(CCCC(=O)c6ccc(F)cc6)CC5)c7ccc(Cl)cc7)nn4)nn3)c8ccc(Cl)cc8,0.020741172,9.4816,1200.222,0,1,2,1
402,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(OC(=O)CCc3cn(CCOCCOCCOCCn4cc(CCC(=O)OC5(CCN(CCCC(=O)c6ccc(F)cc6)CC5)c7ccc(Cl)cc7)nn4)nn3)c8ccc(Cl)cc8,0.02210516,9.465,1156.169,0,1,2,1
403,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3cc4CCc5ccc(CCc3cc4)cc5,0.45813788,5.4946,456.605,0,1,2,1
404,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ncccn3,0.762278235,2.4008,328.391,0,1,2,1
405,Fc1ccc(cc1)C(=O)NCCCCN2CCN(CC2)c3cccc(Cl)c3Cl,0.666929473,4.4647,424.347,0,1,2,1
406,Fc1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.647754222,5.3189,450.598,0,1,2,1
407,Fc1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2,0.493346093,6.1302,448.582,0,1,2,1
408,Fc1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.725100495,3.6565,452.574,0,1,2,1
409,Fc1ccc(cc1)C(CCCN2CCN(CC2)C(=O)OCCc3ccc(cc3)C#N)c4ccc(F)cc4,0.373427928,5.74548,503.593,0,1,2,1
410,Fc1ccc(cc1)C(N2CCN(CCCCc3nc4ccccc4s3)CC2)c5ccc(F)cc5,0.277547999,6.3044,477.624,0,1,2,1
411,Fc1ccc(cc1)C(OCCN2C3CCC2CC(C3)OC(c4ccc(F)cc4)c5ccc(F)cc5)c6ccc(F)cc6,0.178237578,8.1506,575.646,0,1,2,1
412,Fc1ccc(cc1)N2CCN(CCN3CCCCCC3)C2=O,0.854902113,2.9437,305.397,0,1,2,1
413,Fc1ccc(cc1)N2CCN(CC[C@@H]3CC[C@H](CC3)Nc4ncccn4)CC2,0.822018754,3.7987,383.515,0,1,2,1
414,Fc1ccc(cc1)N2CCN(Cc3cnn(c3)c4ccccc4)CC2,0.730308703,3.3336,336.414,0,1,2,1
415,Fc1ccc(cc1)S(=O)(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.640955334,3.6038,489.613,0,1,2,1
416,Fc1ccc(cc1)S(=O)(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.645300697,3.205,488.629,0,1,2,1
417,Fc1ccc(cc1)c2cncc(CN3CCN(CC3)c4cccc5OCCOc45)c2,0.656468265,3.9811,405.473,0,1,2,1
418,Fc1ccc(cc1)c2cncc(CN3CCN(CC3)c4ccccc4F)c2,0.68526621,4.349,365.427,0,1,2,1
419,Fc1ccc(cc1)c2cncc(CN3CCN(CC3)c4ccccn4)c2,0.721029776,3.6049,348.425,0,1,2,1
420,Fc1ccc(cc1)c2cncc(CN3CCN(CC3)c4cnccn4)c2,0.724511711,2.9999,349.413,0,1,2,1
421,Fc1ccc(cc1)c2cncc(CN3CCN(CC3)c4ncccn4)c2,0.724511711,2.9999,349.413,0,1,2,1
422,Fc1ccc(cn1)C(=O)NCCCCN2CCN(CC2)c3cccc(Cl)c3Cl,0.540882799,3.8597,425.335,0,1,2,1
423,Fc1ccc2C(=O)C(CCN3CCCN(CC3)c4ccc(Cl)cc4)Cc2c1,0.775838658,4.4365,386.898,0,1,2,1
424,Fc1ccc2C(=O)C(CCN3CCc4ccccc4C3)Cc2c1,0.862740115,3.6291,309.384,0,1,2,1
425,Fc1ccc2[nH]c(CN3CCN(CC3)c4ccccn4)cc2c1,0.807467933,3.0242,310.376,0,1,2,1
426,Fc1ccc2[nH]cc(CCN(CC=C)CC=C)c2c1,0.752782319,3.5235,258.34,0,1,2,1
427,Fc1ccc2c(noc2c1)C3CCN(CCCCNS(=O)(=O)c4cc5ccccc5s4)CC3,0.349291416,5.1197,487.622,0,1,2,1
428,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)CC(F)(F)F)CC3,0.611349883,5.1638,455.496,0,1,2,1
429,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)Cc5ccc6OCOc6c5)CC3,0.474812018,5.1828,507.606,0,1,2,1
430,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(Cl)cc5)CC3,0.454574714,6.1786,484.015,0,1,2,1
431,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(N6CCOCC6)c(F)c5)CC3,0.417501264,5.5009,552.666,0,1,2,1
432,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(cc5)N6CCOCC6)CC3,0.440068764,5.3618,534.676,0,1,2,1
433,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(cc5)n6cccc6)CC3,0.313688458,6.3159,514.645,0,1,2,1
434,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(nc5)N6CCOCC6)CC3,0.467209485,4.7568,535.664,0,1,2,1
435,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccnc(c5)N6CCOCC6)CC3,0.467209485,4.7568,535.664,0,1,2,1
436,Fc1ccc2c(noc2c1)C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5cnc(nc5)N6CCOCC6)CC3,0.481186526,4.1518,536.652,0,1,2,1
437,Fc1ccc2ncc(cc2c1)C(=O)NCCCCN3CCN(CC3)c4cccc(Cl)c4Cl,0.488331867,5.0129,475.395,0,1,2,1
438,Fc1ccc2onc(C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(cc5)N6CCCCC6)CC3)c2c1,0.375621545,6.5155,532.704,0,1,2,1
439,Fc1ccc2onc(C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(cc5)N6CCOCC6)CC3)c2c1,0.440068764,5.3618,534.676,0,1,2,1
440,Fc1ccc2onc(C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc(cc5)N6CCS(=O)(=O)CC6)CC3)c2c1,0.429253625,4.76,582.742,0,1,2,1
441,Fc1ccc2onc(C3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5ccc6OCOc6c5)CC3)c2c1,0.505267688,5.2539,493.579,0,1,2,1
442,Fc1cccc(CCCNCCc2ccnc(n2)n3ccnc3)c1,0.646840759,2.5663,325.391,0,1,2,1
443,Fc1cccc(Nc2nc(Cc3ccccc3)nc4CCNCCc24)c1,0.755784923,3.6383,348.425,0,1,2,1
444,Fc1cccc(c1)N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2,0.608021359,3.7061,406.505,0,1,2,1
445,Fc1cccc(n1)C(=O)NCCCCN2CCN(CC2)c3cccc(Cl)c3Cl,0.540882799,3.8597,425.335,0,1,2,1
446,Fc1cccc(n1)N2CCN(Cc3cnn4ccccc34)CC2,0.694924468,2.1906,311.364,0,1,2,1
447,Fc1ccccc1N2CCN(CCCCNC(=O)c3oc4ccccc4c3)CC2,0.616600101,3.9041,395.478,0,1,2,1
448,Fc1ccccc1N2CCN(Cc3cnn(c3)c4ccccc4)CC2,0.730308703,3.3336,336.414,0,1,2,1
449,Fc1ccccc1\C=C\C(=O)N[C@@H]2CC[C@@H](CCN3CCc4ccc(cc4CC3)C#N)CC2,0.645234366,4.87648,445.582,0,1,2,1
450,Fc1ccccc1c2cccc(CN3CCN(CC3)c4ncccn4)c2,0.721029776,3.6049,348.425,0,1,2,1
451,N#Cc1cc(CN2CCN(CC2)c3ccccc3)c[nH]1,0.926156716,2.20858,266.348,0,1,2,1
452,N#Cc1ccc2CCC3CN(Cc4ccccc4)CC3c2c1,0.84184362,3.72008,288.394,0,1,2,1
453,N#Cc1ccc2OCC3CN(Cc4ccccc4)CC3c2c1,0.852101517,3.16628,290.366,0,1,2,1
454,N#Cc1cccc(c1)N2CCNCC2,0.71164657,0.96788,187.246,0,1,2,1
455,N#Cc1cccc(c1)[C@@H]2CCCN(CCCc3ccccc3)C2,0.819845836,4.37048,304.437,0,1,2,1
456,NC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cc(cc(c3)C(F)(F)F)C#N)CC1,0.760949139,3.31628,423.483,0,1,2,1
457,NC(=O)c1ccc(OC(=O)NCCCCN2CCN(CC2)c3cccc(Cl)c3Cl)c4ccccc14,0.415457761,4.9363,515.441,0,1,2,1
458,NC(=O)c1ccc(cc1)C(=O)CCCN2CCc3ccccc3C2,0.831876907,2.8067,322.408,0,1,2,1
459,NC(=O)c1cccc(c1)c2ccc(OC(=O)NCCCCN3CCN(CC3)c4cccc(Cl)c4Cl)cc2F,0.334092701,5.5892,559.469,0,1,2,1
460,NC(=O)c1cccc(c1)c2ccc(OC(=O)NCCCCN3CCN(CC3)c4ccccc4C(F)(F)F)cc2,0.36625015,5.1621,540.586,0,1,2,1
461,NC(=O)c1cccc(c1)c2ccc(OC(=O)NC\C=C\CN3CCN(CC3)c4cccc(Cl)c4Cl)cc2F,0.364218967,5.3652,557.453,0,1,2,1
462,NC(=O)c1cccc(c1)c2cccc(OC(=O)NCCCN3CCN(CC3)c4ccccc4)c2,0.502156524,3.7532,458.562,0,1,2,1
463,NC(=O)c1ccccc1OCCCN2CCN(CC2)c3cccc4c3ccn4S(=O)(=O)c5ccccc5,0.340396935,3.5683,518.639,0,1,2,1
464,NCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cc(cc(c3)C(F)(F)F)C#N)CC1,0.714932629,2.72288,437.51,0,1,2,1
465,NCCc1c[nH]c2ccc(O)cc12,0.646845262,1.3747,176.219,0,1,2,1
466,NS(=O)(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cc(cc(c3)C(F)(F)F)C#N)CC1,0.680386746,2.44108,459.538,0,1,2,1
467,N[C@@H]1CCc2c(F)cccc2C1,0.621051458,1.6417,165.211,0,1,2,1
468,Nc1ccc(nc1)C#CCCN2CCC(=CC2)c3ccccc3,0.885501654,3.1947,303.409,0,1,2,1
469,Nc1ccc2c(nsc2c1)N3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5occc5)CC3,0.549288283,3.9724,453.612,0,1,2,1
470,Nc1nc2CC[C@@H](Cc2s1)N(CCN3CCN(CC3)c4ccc5[nH]ccc5c4Cl)CC#N,0.537976734,3.36508,470.046,0,1,2,1
471,Nc1nc2CC[C@@H](Cc2s1)N(CCN3CCN(CC3)c4ccc5cc[nH]c5c4Cl)CC#N,0.537976734,3.36508,470.046,0,1,2,1
472,O=C(CC#N)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1,0.779165265,4.59098,393.531,0,1,2,1
473,O=C(CC#N)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1,0.793415122,2.51608,398.507,0,1,2,1
474,O=C(CC1CC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.710404743,4.6661,410.602,0,1,2,1
475,O=C(CC1CC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.718372741,4.4599,412.574,0,1,2,1
476,O=C(CC1CC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2,0.659957059,5.4774,408.586,0,1,2,1
477,O=C(CC1CC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.742531332,3.4025,413.562,0,1,2,1
478,O=C(CC1CC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.746115497,3.0037,412.578,0,1,2,1
479,O=C(CC1CCC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.665418891,5.0562,424.629,0,1,2,1
480,O=C(CC1CCC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2,0.607053795,5.8675,422.613,0,1,2,1
481,O=C(CC1CCC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.724266562,3.3938,426.605,0,1,2,1
482,O=C(CC1CCCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.648830985,4.619,456.627,0,1,2,1
483,O=C(CC1CCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.684852389,4.2289,442.6,0,1,2,1
484,O=C(CC1CCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2,0.641747175,5.2464,438.612,0,1,2,1
485,O=C(CC1CCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.698508898,3.1715,443.588,0,1,2,1
486,O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5occc45)CC2,0.603163932,5.494,452.639,0,1,2,1
487,O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.677047108,3.4191,457.615,0,1,2,1
488,O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5occc45)CC2,0.685666609,3.8316,454.615,0,1,2,1
489,O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.674925611,3.4653,458.599,0,1,2,1
490,O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2,0.668203247,4.4828,454.611,0,1,2,1
491,O=C(CCCN1CCC(CC1)c2cc3CCc4ccc(CCc2cc3)cc4)c5cc6CCc7ccc(CCc5cc6)cc7,0.218521882,8.2967,567.817,0,1,2,1
492,O=C(CCCN1CCc2ccccc2C1)c3ccccc3,0.777678896,3.7078,279.383,0,1,2,1
493,O=C(C[C@@H]1CCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.681267063,4.4351,440.628,0,1,2,1
494,O=C(C[C@@H]1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.674925611,3.4653,458.599,0,1,2,1
495,O=C(C[C@H]1CCCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.648830985,4.619,456.627,0,1,2,1
496,O=C(C[C@H]1CCCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.675582053,3.5616,457.615,0,1,2,1
497,O=C(C[C@H]1CCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.681267063,4.4351,440.628,0,1,2,1
498,O=C(C[C@H]1CCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.700522927,2.7727,442.604,0,1,2,1
499,O=C(C[C@H]1CCCOC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.677047108,3.4191,457.615,0,1,2,1
500,O=C(C[C@H]1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.678447064,3.6715,456.627,0,1,2,1
501,O=C(C[C@H]1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.674925611,3.4653,458.599,0,1,2,1
502,O=C(C[C@H]1COCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.671362246,2.4079,459.587,0,1,2,1
503,O=C(Cc1ccc2OCOc2c1)N[C@@H]3CC[C@@H](CCN4CCC(CC4)c5cccc6OCOc56)CC3,0.607857618,4.6312,492.616,0,1,2,1
504,O=C(Cc1ccc2OCOc2c1)N[C@@H]3CC[C@@H](CCN4CCN(CC4)c5nccc6OCCc56)CC3,0.636303827,3.175,492.62,0,1,2,1
505,O=C(Cc1noc2ccccc12)N[C@@H]3CC[C@@H](CCN4CCC(CC4)c5coc6ccccc56)CC3,0.344427986,6.0612,485.628,0,1,2,1
506,O=C(Cc1noc2ccccc12)N[C@@H]3CC[C@@H](CCN4CCN(CC4)c5nccc6OCCc56)CC3,0.543033972,3.5875,489.62,0,1,2,1
507,O=C(NC1CCC(CCN2CCC(CC2)c3coc4ccccc34)CC1)c5ccc6ncccc6c5,0.339708414,6.5393,481.64,0,1,2,1
508,O=C(NC1CCN(Cc2ccccc2)CC1)Nc3ccccn3,0.912753627,2.8677,310.401,0,1,2,1
509,O=C(NCCCCN1CC2COc3ccc(cc3C2C1)C#N)c4ccc(cc4)c5ccccc5,0.522088624,4.84328,451.57,0,1,2,1
510,O=C(NCCCCN1CCC(CC1)N(Cc2ccccc2)c3ccccc3)c4cc5ccccc5s4,0.251360626,6.5825,497.708,0,1,2,1
511,O=C(NCCCCN1CCCN(CC1)C(c2ccccc2)c3ccccc3)\C=C\c4ccccc4,0.320607195,5.3935,467.657,0,1,2,1
512,O=C(NCCCCN1CCCN(CC1)C(c2ccccc2)c3ccccc3)c4cccs4,0.466105149,5.0554,447.648,0,1,2,1
513,O=C(NCCCCN1CCN(CC1)C(c2ccccc2)c3ccccc3)\C=C\c4ccccc4,0.346490885,5.0034,453.63,0,1,2,1
514,O=C(NCCCCN1CCN(CC1)C(c2ccccc2)c3ccccc3)c4cccs4,0.498475458,4.6653,433.621,0,1,2,1
515,O=C(NCCCCN1CCN(CC1)c2cccc3NC(=O)Nc23)c4ccc5ccccc5c4,0.382677775,3.3416,443.551,0,1,2,1
516,O=C(NCCCCN1CCN(CC1)c2cccc3ccccc23)c4cc5ccccc5[nH]4,0.422985681,4.6533,426.564,0,1,2,1
517,O=C(NCCCCN1CCN(CC1)c2cccc3ccccc23)c4cnc5ccccc5c4,0.424330524,4.7202,438.575,0,1,2,1
518,O=C(NCCCCN1CCN(CC1)c2cccc3ccccc23)c4oc5ccccc5c4,0.425548201,4.9182,427.548,0,1,2,1
519,O=C(NCCCCN1CCN(CC1)c2ccccc2)[C@@H]3CCc4ccccc4N3,0.711022924,3.1319,392.547,0,1,2,1
520,O=C(NCCCCN1CCN(CC1)c2ccccc2)c3ccccn3,0.787861645,2.4138,338.455,0,1,2,1
521,O=C(NCCCCN1CCN(CC1)c2ccccc2)c3cccnc3,0.787861645,2.4138,338.455,0,1,2,1
522,O=C(NCCCCN1CCN(CC1)c2ccccc2)c3cn4ccccc4n3,0.643434363,2.6665,377.492,0,1,2,1
523,O=C(NCCCCN1CCN(CC1)c2ccccn2)c3cc4ccccc4cn3,0.629741757,2.962,389.503,0,1,2,1
524,O=C(NCCCCN1CCN(CC1)c2cnc3ccccc3c2)c4ccccc4,0.628890454,3.567,388.515,0,1,2,1
525,O=C(NCCCCN1CCN(CC1)c2ncccn2)c3cc4ccccc4cn3,0.624514773,2.357,390.491,0,1,2,1
526,O=C(NCCCCN1CCN(Cc2ccccc2)CC1)c3oc4ccccc4c3,0.594202026,3.7606,391.515,0,1,2,1
527,O=C(NCCCCN1CCc2ccc(cc2C1)C#N)\C=C\c3c[nH]c4ccccc34,0.46659805,4.00748,398.51,0,1,2,1
528,O=C(NCCCN1CCN(CC1)c2ccccc2)c3cccc4C(=O)c5ccccc5c34,0.477127399,3.8401,425.532,0,1,2,1
529,O=C(NCC[C@@H]1C[C@H]1CN2CCc3ccc(cc3C2)C#N)c4cc5ccccc5[nH]4,0.662393464,3.85388,398.51,0,1,2,1
530,O=C(NCC[C@@H]1C[C@H]1CN2CCc3ccc(cc3C2)C#N)c4cc5cccnc5[nH]4,0.666354515,3.24888,399.498,0,1,2,1
531,O=C(NC[C@@H]1C[C@H]1CCN2CCc3ccc(cc3C2)C#N)c4cc5ccccc5[nH]4,0.662393464,3.85388,398.51,0,1,2,1
